noop, 0,0.166,0,0
noop, 1,0.107,0,0
noop, 2,0.104,0,0
noop, 3,0.100,0,0
noop, 4,0.110,0,0
noop, 5,0.092,0,0
noop, 6,0.109,0,0
noop, 7,0.109,0,0
noop, 8,0.098,0,0
noop, 9,0.093,0,0
noop,10,0.092,0,0
noop,11,0.092,0,0
noop,12,0.090,0,0
noop,13,0.090,0,0
noop,14,0.090,0,0
noop,15,0.091,0,0
noop,16,0.095,0,0
noop,17,0.091,0,0
noop,18,0.109,0,0
noop,19,0.092,0,0
noop,20,0.090,0,0
noop,21,0.097,0,0
noop,22,0.090,0,0
noop,23,0.091,0,0
noop,24,0.091,0,0
in_transfer, 0,0.090,0,0
in_transfer, 1,0.090,0,0
in_transfer, 2,0.089,0,0
in_transfer, 3,0.096,0,0
in_transfer, 4,0.090,0,0
in_transfer, 5,0.089,0,0
in_transfer, 6,0.090,0,0
in_transfer, 7,0.090,0,0
in_transfer, 8,0.090,0,0
in_transfer, 9,0.089,0,0
in_transfer,10,0.090,0,0
in_transfer,11,0.090,0,0
in_transfer,12,0.089,0,0
in_transfer,13,0.091,0,0
in_transfer,14,0.104,0,0
in_transfer,15,0.090,0,0
in_transfer,16,0.089,0,0
in_transfer,17,0.088,0,0
in_transfer,18,0.090,0,0
in_transfer,19,0.089,0,0
in_transfer,20,0.106,0,0
in_transfer,21,0.089,0,0
in_transfer,22,0.090,0,0
in_transfer,23,0.100,0,0
in_transfer,24,0.116,0,0
in_shadow, 0,0.091,0,0
in_shadow, 1,0.094,0,0
in_shadow, 2,0.091,0,0
in_shadow, 3,0.091,0,0
in_shadow, 4,0.093,0,0
in_shadow, 5,0.088,0,0
in_shadow, 6,0.090,0,0
in_shadow, 7,0.089,0,0
in_shadow, 8,0.089,0,0
in_shadow, 9,0.089,0,0
in_shadow,10,0.111,0,0
in_shadow,11,0.091,0,0
in_shadow,12,0.090,0,0
in_shadow,13,0.091,0,0
in_shadow,14,0.093,0,0
in_shadow,15,0.089,0,0
in_shadow,16,0.089,0,0
in_shadow,17,0.089,0,0
in_shadow,18,0.090,0,0
in_shadow,19,0.089,0,0
in_shadow,20,0.090,0,0
in_shadow,21,0.087,0,0
in_shadow,22,0.090,0,0
in_shadow,23,0.089,0,0
in_shadow,24,0.094,0,0
out_existing, 0,0.095,0,0
out_existing, 1,0.090,0,0
out_existing, 2,0.089,0,0
out_existing, 3,0.089,0,0
out_existing, 4,0.088,0,0
out_existing, 5,0.088,0,0
out_existing, 6,0.099,0,0
out_existing, 7,0.091,0,0
out_existing, 8,0.090,0,0
out_existing, 9,0.090,0,0
out_existing,10,0.091,0,0
out_existing,11,0.112,0,0
out_existing,12,0.311,0,0
out_existing,13,0.095,0,0
out_existing,14,0.068,0,0
out_existing,15,0.067,0,0
out_existing,16,0.067,0,0
out_existing,17,0.067,0,0
out_existing,18,0.066,0,0
out_existing,19,0.067,0,0
out_existing,20,0.068,0,0
out_existing,21,0.070,0,0
out_existing,22,0.066,0,0
out_existing,23,0.075,0,0
out_existing,24,0.066,0,0
out_shadow, 0,0.072,0,0
out_shadow, 1,0.067,0,0
out_shadow, 2,0.077,0,0
out_shadow, 3,0.067,0,0
out_shadow, 4,0.067,0,0
out_shadow, 5,0.067,0,0
out_shadow, 6,0.067,0,0
out_shadow, 7,0.067,0,0
out_shadow, 8,0.066,0,0
out_shadow, 9,0.068,0,0
out_shadow,10,0.066,0,0
out_shadow,11,0.066,0,0
out_shadow,12,0.067,0,0
out_shadow,13,0.066,0,0
out_shadow,14,0.066,0,0
out_shadow,15,0.066,0,0
out_shadow,16,0.067,0,0
out_shadow,17,0.066,0,0
out_shadow,18,0.067,0,0
out_shadow,19,0.065,0,0
out_shadow,20,0.072,0,0
out_shadow,21,0.067,0,0
out_shadow,22,0.066,0,0
out_shadow,23,0.067,0,0
out_shadow,24,0.074,0,0
noop, 0,0.113,0,1
noop, 1,0.100,0,1
noop, 2,0.097,0,1
noop, 3,0.093,0,1
noop, 4,0.085,0,1
noop, 5,0.087,0,1
noop, 6,0.085,0,1
noop, 7,0.094,0,1
noop, 8,0.090,0,1
noop, 9,0.071,0,1
noop,10,0.076,0,1
noop,11,0.076,0,1
noop,12,0.069,0,1
noop,13,0.067,0,1
noop,14,0.067,0,1
noop,15,0.066,0,1
noop,16,0.068,0,1
noop,17,0.068,0,1
noop,18,0.068,0,1
noop,19,0.067,0,1
noop,20,0.066,0,1
noop,21,0.071,0,1
noop,22,0.067,0,1
noop,23,0.067,0,1
noop,24,0.072,0,1
in_transfer, 0,0.068,0,1
in_transfer, 1,0.067,0,1
in_transfer, 2,0.072,0,1
in_transfer, 3,0.067,0,1
in_transfer, 4,0.067,0,1
in_transfer, 5,0.068,0,1
in_transfer, 6,0.071,0,1
in_transfer, 7,0.066,0,1
in_transfer, 8,0.068,0,1
in_transfer, 9,0.067,0,1
in_transfer,10,0.069,0,1
in_transfer,11,0.067,0,1
in_transfer,12,0.067,0,1
in_transfer,13,0.081,0,1
in_transfer,14,0.079,0,1
in_transfer,15,0.067,0,1
in_transfer,16,0.068,0,1
in_transfer,17,0.067,0,1
in_transfer,18,0.070,0,1
in_transfer,19,0.067,0,1
in_transfer,20,0.067,0,1
in_transfer,21,0.071,0,1
in_transfer,22,0.071,0,1
in_transfer,23,0.069,0,1
in_transfer,24,0.082,0,1
in_shadow, 0,0.072,0,1
in_shadow, 1,0.069,0,1
in_shadow, 2,0.068,0,1
in_shadow, 3,0.067,0,1
in_shadow, 4,0.072,0,1
in_shadow, 5,0.067,0,1
in_shadow, 6,0.071,0,1
in_shadow, 7,0.068,0,1
in_shadow, 8,0.082,0,1
in_shadow, 9,0.083,0,1
in_shadow,10,0.068,0,1
in_shadow,11,0.076,0,1
in_shadow,12,0.081,0,1
in_shadow,13,0.070,0,1
in_shadow,14,0.067,0,1
in_shadow,15,0.081,0,1
in_shadow,16,0.074,0,1
in_shadow,17,0.074,0,1
in_shadow,18,0.068,0,1
in_shadow,19,0.068,0,1
in_shadow,20,0.073,0,1
in_shadow,21,0.069,0,1
in_shadow,22,0.068,0,1
in_shadow,23,0.068,0,1
in_shadow,24,0.073,0,1
out_existing, 0,0.069,0,1
out_existing, 1,0.066,0,1
out_existing, 2,0.073,0,1
out_existing, 3,0.068,0,1
out_existing, 4,0.069,0,1
out_existing, 5,0.092,0,1
out_existing, 6,0.074,0,1
out_existing, 7,0.068,0,1
out_existing, 8,0.068,0,1
out_existing, 9,0.068,0,1
out_existing,10,0.074,0,1
out_existing,11,0.069,0,1
out_existing,12,0.070,0,1
out_existing,13,0.068,0,1
out_existing,14,0.077,0,1
out_existing,15,0.068,0,1
out_existing,16,0.068,0,1
out_existing,17,0.068,0,1
out_existing,18,0.073,0,1
out_existing,19,0.069,0,1
out_existing,20,0.068,0,1
out_existing,21,0.067,0,1
out_existing,22,0.072,0,1
out_existing,23,0.075,0,1
out_existing,24,0.068,0,1
out_shadow, 0,0.073,0,1
out_shadow, 1,0.082,0,1
out_shadow, 2,0.070,0,1
out_shadow, 3,0.070,0,1
out_shadow, 4,0.074,0,1
out_shadow, 5,0.073,0,1
out_shadow, 6,0.070,0,1
out_shadow, 7,0.073,0,1
out_shadow, 8,0.070,0,1
out_shadow, 9,0.072,0,1
out_shadow,10,0.069,0,1
out_shadow,11,0.101,0,1
out_shadow,12,0.074,0,1
out_shadow,13,0.068,0,1
out_shadow,14,0.081,0,1
out_shadow,15,0.101,0,1
out_shadow,16,0.071,0,1
out_shadow,17,0.067,0,1
out_shadow,18,0.066,0,1
out_shadow,19,0.070,0,1
out_shadow,20,0.068,0,1
out_shadow,21,0.067,0,1
out_shadow,22,0.066,0,1
out_shadow,23,0.080,0,1
out_shadow,24,0.068,0,1
noop, 0,0.121,0,32
noop, 1,0.086,0,32
noop, 2,0.083,0,32
noop, 3,0.079,0,32
noop, 4,0.068,0,32
noop, 5,0.066,0,32
noop, 6,0.070,0,32
noop, 7,0.066,0,32
noop, 8,0.080,0,32
noop, 9,0.066,0,32
noop,10,0.064,0,32
noop,11,0.073,0,32
noop,12,0.074,0,32
noop,13,0.094,0,32
noop,14,0.067,0,32
noop,15,0.064,0,32
noop,16,0.064,0,32
noop,17,0.075,0,32
noop,18,0.064,0,32
noop,19,0.063,0,32
noop,20,0.063,0,32
noop,21,0.066,0,32
noop,22,0.063,0,32
noop,23,0.063,0,32
noop,24,0.064,0,32
in_transfer, 0,0.088,0,32
in_transfer, 1,0.087,0,32
in_transfer, 2,0.087,0,32
in_transfer, 3,0.087,0,32
in_transfer, 4,0.092,0,32
in_transfer, 5,0.088,0,32
in_transfer, 6,0.089,0,32
in_transfer, 7,0.089,0,32
in_transfer, 8,0.089,0,32
in_transfer, 9,0.090,0,32
in_transfer,10,0.088,0,32
in_transfer,11,0.088,0,32
in_transfer,12,0.092,0,32
in_transfer,13,0.089,0,32
in_transfer,14,0.087,0,32
in_transfer,15,0.088,0,32
in_transfer,16,0.087,0,32
in_transfer,17,0.089,0,32
in_transfer,18,0.087,0,32
in_transfer,19,0.088,0,32
in_transfer,20,0.088,0,32
in_transfer,21,0.088,0,32
in_transfer,22,0.088,0,32
in_transfer,23,0.088,0,32
in_transfer,24,0.109,0,32
in_shadow, 0,0.122,0,32
in_shadow, 1,0.114,0,32
in_shadow, 2,0.121,0,32
in_shadow, 3,0.108,0,32
in_shadow, 4,0.122,0,32
in_shadow, 5,0.115,0,32
in_shadow, 6,0.105,0,32
in_shadow, 7,0.107,0,32
in_shadow, 8,0.105,0,32
in_shadow, 9,0.106,0,32
in_shadow,10,0.107,0,32
in_shadow,11,0.105,0,32
in_shadow,12,0.107,0,32
in_shadow,13,0.105,0,32
in_shadow,14,0.105,0,32
in_shadow,15,0.103,0,32
in_shadow,16,0.106,0,32
in_shadow,17,0.103,0,32
in_shadow,18,0.102,0,32
in_shadow,19,0.105,0,32
in_shadow,20,0.104,0,32
in_shadow,21,0.112,0,32
in_shadow,22,0.107,0,32
in_shadow,23,0.108,0,32
in_shadow,24,0.107,0,32
out_existing, 0,0.112,0,32
out_existing, 1,0.111,0,32
out_existing, 2,0.110,0,32
out_existing, 3,0.110,0,32
out_existing, 4,0.112,0,32
out_existing, 5,0.111,0,32
out_existing, 6,0.111,0,32
out_existing, 7,0.112,0,32
out_existing, 8,0.110,0,32
out_existing, 9,0.111,0,32
out_existing,10,0.111,0,32
out_existing,11,0.111,0,32
out_existing,12,0.148,0,32
out_existing,13,0.114,0,32
out_existing,14,0.124,0,32
out_existing,15,0.115,0,32
out_existing,16,0.112,0,32
out_existing,17,0.111,0,32
out_existing,18,0.110,0,32
out_existing,19,0.110,0,32
out_existing,20,0.116,0,32
out_existing,21,0.112,0,32
out_existing,22,0.112,0,32
out_existing,23,0.122,0,32
out_existing,24,0.110,0,32
out_shadow, 0,0.113,0,32
out_shadow, 1,0.111,0,32
out_shadow, 2,0.109,0,32
out_shadow, 3,0.109,0,32
out_shadow, 4,0.110,0,32
out_shadow, 5,0.125,0,32
